"SINTA_ID","Nama","id_univ","Universitas","id_dept","Departemen","Subject List","SINTA_Score_Overall","Scopus_Artikel","GScholar_Artikel"
"6073334","DEDDY AHMAD SUHARDI","496","Universitas Terbuka","49201","S1 - Statistika","statistics, economics, finance, education","130","1","24"
"6742065","APRI KURNIAWAN","8244311","Sekolah Tinggi Agama Katolik Negeri Pontianak","86208","S1 - Pendidikan dan Pengajaran Agama Katolik","Education, Research, Math, Statistics","24","0","3"
"6028354","GUGUN MANOSOR SIMATUPANG","491","Universitas Jambi","22201","S1 - Pendidikan Matematika","STATISTIKA","119","0","106"
"6659183","PUTROUE KEUMALA INTAN","3516","Universitas Islam Negeri Sunan Ampel","44201","S1 - Matematika","Statistika","22","2","13"
"6762625","NENI ALYA FIRDAUSANTI","417","Institut Teknologi Sepuluh Nopember","49201","S1 - Statistika","Statistics","86","3","5"
"6655336","RUSYDA MAULIDA","1246","Universitas Pamulang","55201","S1 - Teknik Informatika","Kalkulus, Matematika, pendidikan, statistik, metodologi pendidikan","40","0","8"
"6768337","SUSI YUNDARWATI","2397","Universitas Pendidikan Mandalika","85201","S1 - Pendidikan Olahraga dan Kesehatan","pengukuran dan evaluasi, pendidikan, kesehatan, penelitian, statistik","40","0","22"
"6768810","MUTIARA ANDAYANI KOMARA","1553","Sekolah Tinggi Teknologi Wastukancana","55201","S1 - Teknik Informatika","Information Systems, Behavioural Information Systems, Decision Support System, Statistical","20","0","7"
"6199932","MUSLENA LAYLA","8268","STAIN Sultan Abdurrahman Kepulauan Riau","88203","S1 - Tadris Bahasa Inggris","Matematika, Mathematics, Statistik","22","0","6"
"6715251","HERMANSYAH","2965","Universitas Ibnu Sina","U1","Unknown","matematika, statistika, pendidikan vokasional, evaluasi pendidikan","20","1","3"
"6687077","WELLIE SULISTIJANTI","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","49401","D3 - Statistika","Neural Network, Matematika, Statistika","61","0","26"
"6026380","COKORDA DEWI WIDHYA HANA SUNDARI","4429","Politeknik Kesehatan Kementerian Kesehatan Denpasar","13453","D3 - Teknologi Laboratorium Medis","Epidemiologi, Statistik, Metodologi Penelitian, Pengelolaan Lingkungan","51","1","32"
"6043746","RAUPONG","385","Universitas Hasanuddin","49201","S1 - Statistika","Statistika","58","2","28"
"6043746","RAUPONG","385","Universitas Hasanuddin","49201","S1 - Statistika","Statistika","58","2","28"
"6735811","AMRIS","3547","Institut Agama Islam Negeri Fattahul Muluk Papua","61206","S1 - Perbankan Syariah","Matematika, Statistika, Aktuaria, Matematika Ekonomi","19","0","4"
"6003379","SUZI OKTAVIA KUNANG","851","Universitas Bina Darma","20201","S1 - Teknik Elektro","geografic information system, statistic, data base","60","0","38"
"6646942","FAJAR LESTARI","2116","Universitas Wahidiyah","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistik, Kalkulus","23","0","9"
"6681051","RIZQA AMELIA ZUNAIDI","8140","Institut Teknologi Telkom Surabaya","26201","S1 - Teknik Industri","Market Research, Statistics","19","1","7"
"6802012","I G.A. ANOM YUDISTIRA","388","Universitas Bina Nusantara","49201","S1 - Statistika","Simulasi, Risk analysis, Quality Control, Statistics","78","0","12"
"6016795","MAKKULAU","392","Universitas Halu Oleo","49401","D3 - Statistika","Statistika","82","0","47"
"6688246","AHMAD SHULHANY","501","Universitas Sultan Ageng Tirtayasa","22201","S1 - Teknik Sipil","mathematics, mathematics education, statistics","106","3","22"
"5995550","MUHAMMAD NISFIANNOOR","477","Universitas Trisakti","61101","S2 - Manajemen","Metodologi Penelitian, Statistika, Psikometrika","168","0","24"
"6738089","SANTOSO","2064","Universitas Abdurachman Saleh Situbondo","44201","S1 - Matematika","Matematika Komputasi, Statistika","20","0","6"
"6738089","SANTOSO","2064","Universitas Abdurachman Saleh Situbondo","44201","S1 - Matematika","Matematika Komputasi, Statistika","20","0","6"
"6771901","FATIMAH DJAFAR","3526","IAIN Sultan Amai Gorontalo","86208","S1 - Pendidikan Agama Islam","Pendidikan, Statistik","37","1","6"
"6661833","NUR AZIZAH KOMARA RIFAI","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistics","52","0","17"
"6730771","RIZKI AMALIA","439","Universitas Lambung Mangkurat","84202","S1 - Pendidikan Matematika","statistic","48","0","22"
"6828156","ROMA DONI AZMI","514","Universitas Maritim Raja Ali Haji","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Metodologi Penelitian, Etnomatematika, Statistika","18","1","5"
"6704334","VINNY YULIANI SUNDARA","4500","Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi","84202","S1 - Tadris Matematika","Statistics, Mathematics","64","2","19"
"5993049","CHRISTINA EVA NURYANI","1878","Universitas PGRI Yogyakarta","86206","S1 - Pendidikan Guru Sekolah Dasar","Mathematics, Mathematics Education, Statistics","45","1","3"
"6710225","ROSSI PETER SIMANJUNTAK","4454","Politeknik Penerbangan Medan","20405","D3 - Teknik Listrik Bandar Udara","mathematics, Computer, Statistic, Aviation, Navigation","40","2","11"
"6719295","PANDRI FERDIAS","398","Universitas Lampung","44201","S1 - Matematika","Statistics, Data Science, Survival, Computation","30","2","12"
"6735175","RONALD JOHN DJAMI","492","Universitas Pattimura","49201","S1 - Statistika","Statistika","51","0","10"
"6762635","GALIH PRADANANTA","3531","Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung","60202","S1 - Ekonomi Syariah","Statistika, Teori Koding, Kriptografi, Machine Learning","18","1","3"
"6092711","IWAN KURNIAWAN","4485","Politeknik STIA LAN Bandung","63311","D4 - Administrasi Bisnis Sektor Publik","ekonomi, statistika, matematika, administrasi","33","0","17"
"6691731","KONDRADUS YOHANES KLAU","524","Universitas Timor","84202","S1 - Pendidikan Matematika","Mathematics, Statistics","19","0","10"
"6026164","PRIHATIN NINGSIH SAGALA","500","Universitas Negeri Medan","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, statistika","36","0","20"
"6073749","NELY INDRA MEIFIANI","2188","STKIP PGRI Pacitan","84202","S1 - Pendidikan Matematika","Statistika","105","0","38"
"6691069","TRISNANI INDRIATI","1057","Universitas Pancasila","61201","S1 - Manajemen","Ilmu Ekonomi, Statistika, Manajemen Keuangan, Ekonomi Lingkungan, Manajemen Pemasaran","82","0","14"
"6677683","BUDYANRA","4328","Politeknik Statistika STIS","49501","D4 - Statistika","statistics","28","0","21"
"6142541","RIKA FITRIANI","384","Universitas Gadjah Mada","U1","Unknown","Statistika","17","0","3"
"6750461","DWI HARYANTO","1213","Sekolah Tinggi Manajemen Asuransi Trisakti","94203","S1 - Aktuaria","Aktuaria, Statistika, Matematika","89","0","9"
"6147983","TANDRI PATIH","3533","IAIN Kendari","84202","S1 - Tadris Matematika","Statistika, Statistics, Applied Statistics, Pendidikan Matematika, Mathematics Education","56","0","36"
"6147983","TANDRI PATIH","3533","IAIN Kendari","84202","S1 - Tadris Matematika","Statistika, Statistics, Applied Statistics, Pendidikan Matematika, Mathematics Education","56","0","36"
"6689457","YONATHAN PALINGGI","3139","Universitas Kutai Kartanegara Tenggarong","63101","S2 - Ilmu Administrasi Publik","Statistik, Keuangan","23","0","36"
"6194972","SEKARSARI UTAMI WIJAYA","2118","Universitas Internasional Semen Indonesia","63215","S1 - Teknik Logistik","Statistics, Logistics, Health","29","0","9"
"5974881","USWATUN HASANAH","2392","Universitas Nahdlatul Ulama Nusa Tenggara Barat","86206","S1 - Pendidikan Guru Sekolah Dasar","Pendidikan Dasar, Matematika, Statistika","186","0","28"
"6661241","RAHMADENI","3514","Universitas Islam Negeri Sultan Syarif Kasim Riau","44201","S1 - Matematika","Statistika","36","0","31"
"6741203","PUTRI NUR RAHAYU","2068","Universitas Islam Kadiri","56202","S1 - Teknik Komputer","Image Processing, Statistics, natural language Processing","36","0","14"
"6726940","PAJAR AMIN","1246","Universitas Pamulang","62201","S1 - Akuntansi","PENDIDIKAN, MATEMATIKA, EKONOMI, STATISTIKA","21","0","3"
"6779431","JANUAR ARIFIN RUSLAN","520","Universitas Siliwangi","54201","S1 - Agribinis","pemasaran, perdagangan, ekonometrika, usahatani, statistika","31","0","4"
"6182675","WIWIEN KURNIAWATI","2397","Universitas Pendidikan Mandalika","86203","S1 - Teknologi Pendidikan","Pengukuran dan Evaluasi, Metodologi, Statistik","45","0","23"
"6727245","DARLIN AULIA","8140","Institut Teknologi Telkom Surabaya","61209","S1 - Bisnis Digital","Akuntansi Keuangan, Statistik, Metolid, Akuntansi Sektor Publik, dan Perpajakan","65","2","19"
"6004670","MOCH. BISYRI EFFENDI","2133","Universitas Hayam Wuruk Perbanas","62201","S1 - Akuntansi","STATISTICS, ECONOMICS, FINANCIAL MANAGEMENT","174","2","23"
"6023744","HENDRA H. DUKALANG","3526","IAIN Sultan Amai Gorontalo","61206","S1 - Perbankan Syari'ah","Statistics, Financial Econometrics, SEM, MARS, Survival Analysis","109","0","26"
"6169262","ERI SETIAWAN","398","Universitas Lampung","44201","S1 - Matematika","Statistics","63","0","53"
"6657483","DEWI RAHYUNI","1889","Institut Teknologi Yogyakarta","25101","S2 - Teknik Lingkungan","Biologi, Bikoteknologi, Statistika","52","0","11"
"6721499","MAULIDA YANTI","441","Universitas Sumatera Utara","44201","S1 - Matematika","Statistics, Applied Mathematics","15","0","1"
"6042899","HANIZA","586","Universitas Medan Area","26201","S1 - Teknik Industri","STATISTIKA, MANAJEMEN PRODUKTIVITAS","47","0","6"
"6678594","ATIKA NURANI AMBARWATI","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","49401","D3 - Statistika","statistika","58","0","19"
"6745051","BUDI SETIAWAN","4485","Politeknik STIA LAN Bandung","63311","D4 - Administrasi Bisnis Sektor Publik","Statistika, Manajemen dan Administrasi","30","0","34"
"6816285","SITI MUCHLISOH","4328","Politeknik Statistika STIS","U1","Unknown","Small Area Estimation, Statistics, Sampling, modelling","24","0","22"
"6675694","SALMAN PALUDI","1197","STIE Pariwisata Internasional","U1","Unknown","Marketing, Statistik, Komputer, Pariwisata","58","0","16"
"231633","YETI NURIZZATI","3524","IAIN Syekh Nurjati Cirebon","87220","S1 - Tadris Ilmu Pengetahuan Sosial (IPS)","statistic, penelitian, pendidikan, sosial","134","0","35"
"6161273","WASONO","411","Universitas Mulawarman","44201","S1 - Matematika","Mathematics, Statistics","26","0","27"
"6738843","MAHYUDI","1094","Universitas Indraprasta PGRI","55201","S1 - Teknik Informatika","statistics, mathematics, mathematics education.","37","0","11"
"6024698","HANDY NOVIYARTO","1066","Universitas Mercu Buana","57201","S1 - Sistem Informasi","Computer science, Network Security, IT Audit, ITIL, Statistika","27","0","9"
"6164864","AAM ALAMUDI","428","Institut Pertanian Bogor","49201","S1 - Statistika dan Sains Data","Statistics","87","0","20"
"6806395","DEBORA CHRISINTA","524","Universitas Timor","U1","Unknown","Statistika, Data Mining","13","0","4"
"6715270","MILNA WAFIRAH","3929","STAI Al-Husain Magelang (STI AIH)","U1","Unknown","Pendidikan Matematika, Statistika","15","0","6"
"6675426","MUSTIALI","3709","STAI Syamsul Ulum Gunung Puyuh","U1","Unknown","Management, Statistic, Education","14","0","6"
"6042551","GIM TARIGAN","441","Universitas Sumatera Utara","U1","Unknown","Statistik","142","4","30"
"6197449","SYOFRIA MEIDONA","8244422","Universitas Sumatera Barat","61201","S1 - Manajemen","finance, statistic, management","31","0","14"
"6730966","ZILRAHMI","497","Universitas Negeri Padang","49401","D3 - Statistika","statistics","21","0","2"
"6782926","ANING YUSTICA SARI ABDULLAH","8244483","Universitas Bina Taruna Gorontalo","35201","S1 - Perencanaan Wilayah","Civil Engineering, Transportation, Infrastructure, Statistic","23","0","3"
"6042551","GIM TARIGAN","441","Universitas Sumatera Utara","U1","Unknown","Statistik","142","4","30"
"6197449","SYOFRIA MEIDONA","8244422","Universitas Sumatera Barat","61201","S1 - Manajemen","finance, statistic, management","31","0","14"
"6735550","MUHAMMAD LUTHFI SETIARNO PUTERA","3553","IAIN Palangkaraya","74235","S1 - Hukum Tata Negara (Siyasah Syar'iyyah)","Statistics, econometrics","15","0","11"
"260079","LILIS LA OME","392","Universitas Halu Oleo","44201","S1 - Matematika","Statistika","35","0","32"
"6788004","RANTI YULIANA PUTRI","440","Universitas Sriwijaya","U1","Unknown","Statistik, epidemoilogi","14","0","1"
"6820785","YENI FARIDA","4478","Politeknik Siber dan Sandi Negara","61308","D4 - Rekayasa Kriptografi","Statistics, Cryptography","25","2","2"
"5979492","ANDI AZHAR","842","Universitas Muhammadiyah Bengkulu","61201","S1 - Manajemen","Marketing, Supply Chain Management, Politics, Statistics, International Relations","74","2","18"
"6173156","DINA AFRIANI","3160","STKIP PGRI Banjarmasin","83207","S1 - Pendidikan Teknologi Informasi","Statistika, statistika pendidikan","27","0","0"
"6696982","MUKTI RATNA DEWI","417","Institut Teknologi Sepuluh Nopember","49501","D4 - Statistika Bisnis","Statistics, Computational Statistics, Machine Learning","26","0","8"
"6677099","GAMA PUTRA DANU SOHIBIEN","4328","Politeknik Statistika STIS","49501","D4 - Statistika","statistics, time series forecasting, spatio-temporal model, econometrics","107","3","19"
"5990259","LINA NOERSANTI","1118","Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta","62401","D3 - Akuntansi","Statistika","28","0","14"
"6194603","INDAH RATIH ANGGRIYANI","506","Universitas Papua","44201","S1 - Matematika","Statistika","34","0","11"
"6663096","HELENIA TOUANA","8443","Universitas Bina Insani","61401","D3 - Manajemen Administrasi","Statistika, Ekonomi","20","0","6"
"6694456","WILDA YULIA RUSYIDA","8244628","Universitas Islam Negeri K.H. Abdurrahman Wahid Pekalongan","U1","Unknown","mathematics, statistic","18","0","7"
"6751084","HENDRO KUNTOHADI","1135","Institut Transportasi dan Logistik Trisakti","61201","S1 - Manajemen","transportasi, logistik, operation research, statistik, container terminal","22","2","16"
"6157568","ENI SRIHASTUTI","2068","Universitas Islam Kadiri","62201","S1 - Akuntansi","Matematika Ekonomi, Statistik, Perpajakan, Manajemen Keuangan, Manajemen Operasional","33","0","16"
"6654469","LUTHFI ALI MUHAROM","2060","Universitas Muhammadiyah Jember","U1","Unknown","Sistem Informasi, Basis Data, Statistika, Data Mining, Big Data","42","0","22"
"6678219","AGUSTINUS ANGELAUS ETE","2398","IKIP Muhammadiyah Maumere","84202","S1 - Pendidikan Matematika","Statistika","20","0","10"
"6696865","ISMA MUTHAHHARAH","2609","Universitas Patompo","84202","S1 - Pendidikan Matematika","Statistika, matematika","16","0","14"
"6647225","JULIANA NAFTALI SITOMPUL","677","Sekolah Tinggi Manajemen dan Ilmu Komputer Kaputama","55201","S1 - Teknik Informatika","statistic","23","0","18"
"6798986","ULFAH SULISTYOWATI","8","Universitas Sebelas Maret","63313","D4 - Demografi dan Pencatatan Sipil","Statistika, Kependudukan, Demografi dan Pencatatan Sipil","13","0","7"
"6014823","ASIH SRI WINARTI","526","Universitas Pembangunan Nasional Veteran Yogyakarta","60201","S1 - Ekonomi Pembangunan","REGIONAL ECONOMICS, STATISTICS, PROJECT EVALUATION","62","0","32"
"6140558","SYELFIA DEWIMARNI","2900","Universitas Putra Indonesia Yptk Padang","57201","S1 - Sistem Informasi","Pendidikan, Matematika, Statistika, Aljabar Linier, kalkulus","41","0","18"
"6665971","ABDUL WAHAB","3515","Universitas Islam Negeri Alauddin Makassar","60201","S1 - Ilmu Ekonomi","Makroekonomi, Statistika","24","0","16"
"6696929","DIAN YULIS WULANDARI","582","Universitas Pembangunan Panca Budi","61201","S1 - Manajemen","Manajemen, Statistik","14","0","2"
"6723908","SYAMSUL HIDAYAT","2373","Universitas Muhammadiyah Mataram","31401","D3 - Teknik Pertambangan","Mining engineering, Computer Science, Optimization, Statistics","19","0","9"
"6752418","FERNANDO DOROTHIUS PONGOH","4060","Institut Agama Kristen Negeri Palangka Raya","U1","Unknown","Statistics, Mathematics","48","0","10"
"5979990","SEPTI FAJARWATI","8327","Universitas Amikom Purwokerto","57201","S1 - Sistem Informasi","pendidikan matematika, matemtika diskrit, statistika","26","0","15"
"6033556","NOERYANTI","1887","Institut Sains Dan Teknologi Akprind","49201","S1 - Statistika","Statistika","72","1","34"
"6046780","ENTIN HARTINI","444","Badan Riset dan Inovasi Nasional","U1","Unknown","Statistics","63","0","52"
"6124712","SISKA YOSMAR","402","Universitas Bengkulu","44201","S1 - Matematika","Matematika Aktuaria, Statistika","38","0","21"
"6088252","ANNA APRIANA HIDAYANTI","399","Universitas Mataram","62201","S1 - Agribisnis","Statistika","23","0","8"
"6175985","YULIA PUSPITA SARI","8244495","Politeknik Transportasi Sungai Danau dan Penyeberangan","614011","D3 - Manajemen Transportasi Perairan Daratan","Statistika, Statistika Terapan, Matematika Terapan","76","0","19"
"6652227","GUSMANELY. Z","491","Universitas Jambi","44201","S1 - Matematika","Matematika, statistik","15","0","8"
"5979990","SEPTI FAJARWATI","8327","Universitas Amikom Purwokerto","57201","S1 - Sistem Informasi","pendidikan matematika, matemtika diskrit, statistika","26","0","15"
"6682464","ARKO PUJADI","1056","Universitas Jayabaya","61201","S1 - Manajemen","Teori Ekonomi, Statistika","63","0","22"
"6737854","SAMSUL BAHRI LOKLOMIN","3313","Universitas Halmahera","44201","S1 - Matematika","Statistika, Matematika, Sosial Sains","14","0","11"
"6767650","YULISMAN ZEGA","8244510","Universitas Nias","84202","S1 - Pendidikan Matematika","Matematika, Statistik","12","0","13"
"6156563","MUHAMMAD ALI P","2563","Universitas Al Asyariah Mandar","84202","S1 - Pendidikan Matematika","Statistik","11","0","1"
"6703558","FAULINA KHUSNIAWATI","2084","Universitas Hang Tuah","36402","D4 - Teknologi Rekayasa Permesinan Kapal","statistika","10","0","2"
"6746683","YAFITA ARFINA MU'TI","3571","Institut Agama Islam Sunan Giri (INSURI) Ponorogo","86232","S1 - Pendidikan Guru Madrasah Ibtidaiyah","Pendidikan Matematika, Matematika, Statistik","11","0","4"
"6802327","MUHAMMAD BAYU NIRWANA","8","Universitas Sebelas Maret","U1","Unknown","Statistika, Analisis Survival, Proses Stokastik","14","0","12"
"5997068","NURHAYATI ABBAS","508","Universitas Negeri Gorontalo","86904","Profesi - Pendidikan Profesi Guru","Pendidikan Matematika, Penelitian & Evaluasi Pendidikan, Statistika","182","1","30"
"6010336","HERU PRASADJA","409","Universitas Katolik Indonesia Atma Jaya","93202","S1 - Pariwisata","statistics, sociology, child rights, hospitality/tourism","152","2","19"
"6678695","VIRGANIA SARI","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","94203","S1 - Sains Aktuaria","Forecasting, Statistics","25","0","13"
"6649372","MEGA TRI KURNIA","1087","Universitas Bung Karno","56201","S1 - Sistem Komputer","Matematika, Statistika","18","0","2"
"6690430","APRIL GUNAWAN","4451","Sekolah Tinggi Ilmu Pelayaran Jakarta","61704","S2 Terapan - Pemasaran, Inovasi, dan Teknologi","Matematika, metode penelitian, statistik, marketing, transportasi laut","47","0","37"
"6744762","BIATNA DULBERT TAMPUBOLON","4492","Badan Standarisasi Nasional","U1","Unknown","Standardization, Environmental, Economy, Statistics","178","1","57"
"6779054","CORRY SORMIN","491","Universitas Jambi","44201","S1 - Matematika","Statistika","35","0","8"
"6020434","SUMARDI","2077","Universitas PGRI Adi Buana Surabaya","U1","Unknown","Statistic, Tennis","9","0","3"
"6645321","IRFAN RIZKI GUMILAR","1412","Universitas Garut","61201","S1 - Manajemen","Statistics, Actuarial Science, Data Science, Manajemen Keuangan","30","0","5"
"6733216","FRANS DANY","4496","Badan Penelitian dan Pengembangan Kesehatan Kementerian Kesehatan","U1","Unknown","Stem cell, penyakit tidak menular, bioinformatika, statistik, epidemiologi","24","0","23"
"6755073","GUSMI KHOLIJAH","491","Universitas Jambi","44201","S1 - Matematika","matematika, statistika, aktuaria","11","0","8"
"6088097","NAWAL IKA SUSANTI","3594","Institut Agama Islam Darussalam Blokagung Banyuwangi","61206","S1 - Perbankan Syariah","Statistika, Ekonomi, Pendidikan, Matematika","29","0","33"
"6142310","RAHMAT SAGARA","1117","Institut Teknologi dan Bisnis Kalbis","44201","S1 - Matematika","Matematika, Statistika","32","1","6"
"6162128","RUDI RUSWANDI","398","Universitas Lampung","U1","Unknown","Statistics","44","0","45"
"6670674","TITI PUJIARTI","2459","STKIP Yapis Dompu","86206","S1 - Pendidikan Guru Sekolah Dasar","Matematika, Statistik","9","0","5"
"6018943","IGNATIUS ARIS DWIATMOKO","422","Universitas Sanata Dharma","44201","S1 - Matematika","statistika","160","4","11"
"6042122","TRI TANAMI SUKRAINI","546","Politeknik Negeri Bali","93308","D4 - Manajemen Bisnis Internasional","buisness, actuarial, math, statistic","43","0","5"
"6443592","BUSNAWIR","392","Universitas Halu Oleo","U1","Unknown","Pendidikan Matematika, Statistika, Evaluasi Pendidikan","44","0","51"
"6175652","LELY KURNIA","3537","Universitas Islam Negeri Mahmud Yunus Batusangkar","84202","S1 - Tadris Matematika","statistika, pendidikan matematika, analisis","27","0","22"
"6675697","BONIFASIUS MULA HORAS","1197","STIE Pariwisata Internasional","61201","S1 - Manajemen","Manajemen, Statistika","57","1","42"
"6680224","TIA FITRIA SAUMI","4515","Universitas Bina Bangsa","49201","S1 - Statistika","statistika","12","0","9"
"6746496","DIAH OGA NUSANTARI","1094","Universitas Indraprasta PGRI","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistika","24","0","17"
"6731965","ERNAWATI, M.STAT","201","Universitas Islam Negeri Walisongo Semarang","U1","Unknown","Statistics","13","0","12"
"6030512","ISMIL KHAIRI LUBIS","441","Universitas Sumatera Utara","U1","Unknown","Biostatistic, Health Information Management, Public Health Science, Statistical","44","0","16"
"6667249","REZKI NOVIANTI","2643","Universitas Muhammadiyah Mamuju","61201","S1 - Manajemen","Mathematics Education, Statistic, Economic Mathematics","10","0","10"
"6684374","HADI KUSMANTO","3524","IAIN Syekh Nurjati Cirebon","U1","Unknown","Statistics, Statistical Literacy, Applied Statistics, Mathematics Education","97","1","19"
"6732562","MUSTAFA KAMAL","3980","Sekolah Tinggi Ekonomi Islam SEBI","62202","S1 - Akuntansi Syari`ah","Statistics, Business, Bangking","11","0","8"
"6791325","GIRALDI FARDIAZ KUSWANDA","477","Universitas Trisakti","22201","S1 - Teknik Sipil","Matematika, Statistika","8","0","3"
"6799962","KANARIA HERWATI","1094","Universitas Indraprasta PGRI","87203","S1 - Pendidikan Ekonomi","education, manajemen, statistik","12","0","12"
"6755653","RIEZKY PURNAMA SARI","515","Universitas Samudra","44201","S1 - Matematika","pendidikan matematika, Statistika, aktuaria","12","0","16"
"6195938","INDRIA GUNTARAYANA","2097","Universitas Islam Balitar","U1","Unknown","Marketing, Kebijakan Bisnis, Statistik","10","0","11"
"6196884","SYARIFUL ALAM","1553","Sekolah Tinggi Teknologi Wastukancana","55201","S1 - Teknik Informatika","Data Science, Analisa Numerik, Data Mining, Statistik","10","0","12"
"6199269","NUR ARIFIYA","1094","Universitas Indraprasta PGRI","26201","S1 - Teknik Industri","Teknologi Pascapanen, Teknologi Pertanian, Teknik Industri Pertanian, Statistik","14","0","8"
"6201132","NUR AIN BANYAL","3502","Sekolah Tinggi Manajemen dan Ilmu Komputer Umel Mandiri","57401","S1 - Ilmu Komputer","Image Processing, Statistics","35","0","16"
"6736717","DAPIAH","3734","Institut Agama Islam Bunga Bangsa Cirebon","61206","S1 - Perbankan Syariah","Pendidikan Matematika, Statistika","17","0","8"
"6769040","MADONA YUNITA WIJAYA","400","Universitas Islam Negeri Syarif Hidayatullah Jakarta","44201","S1 - Matematika","Statistics","9","0","9"
"6201132","NUR AIN BANYAL","3502","Sekolah Tinggi Manajemen dan Ilmu Komputer Umel Mandiri","57401","S1 - Ilmu Komputer","Image Processing, Statistics","35","0","16"
"6736717","DAPIAH","3734","Institut Agama Islam Bunga Bangsa Cirebon","61206","S1 - Perbankan Syariah","Pendidikan Matematika, Statistika","17","0","8"
"6831323","ABDULLOH CHAKIM","3531","Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung","U1","Unknown","Educational Evaluation and Research, Statistics","8","0","6"
"6643847","SRI ZULHAYANA","629","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Budidaya Binjai","84202","S1 - Pendidikan Matematika","Statistika, Matematika","8","0","7"
"6685930","DONI LASUT","4496","Badan Penelitian dan Pengembangan Kesehatan Kementerian Kesehatan","U1","Unknown","Geograph, Spatial Analisyst, Public Health, Statistics","46","0","24"
"6714165","A. ARDIANSYAH","3552","Universitas Islam Negeri Datokarama Palu","U1","Unknown","Islamic Education, Education, Statistic","16","0","23"
"6744336","BAMBANG WISNU WIDAGDO","1246","Universitas Pamulang","55201","S1 - Teknik Informatika","Teknik Informatika, Statistik, Matematika","7","0","1"
"6727728","YONLIB W A NANLOHY","492","Universitas Pattimura","49201","S1 - Statistika","Statistika","28","0","9"
"6816853","RINI RAHANI","4328","Politeknik Statistika STIS","U1","Unknown","Statistics, Social Studies","14","0","11"
"6820681","FUAD MUHAJIRIN FARID","439","Universitas Lambung Mangkurat","49201","S1 - Statistika","Statistika, statistics","13","0","15"
"6751507","YASMIN ERIKA FARIDAN","1394","Universitas Pakuan","44201","S1 - Matematika","Statistics","14","0","8"
"6816853","RINI RAHANI","4328","Politeknik Statistika STIS","U1","Unknown","Statistics, Social Studies","14","0","11"
"6820681","FUAD MUHAJIRIN FARID","439","Universitas Lambung Mangkurat","49201","S1 - Statistika","Statistika, statistics","13","0","15"
"6820681","FUAD MUHAJIRIN FARID","439","Universitas Lambung Mangkurat","49201","S1 - Statistika","Statistika, statistics","13","0","15"
"6587060","FITRIA ZANA KUMALA","184","Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto","U1","Unknown","Matematika, Statistika","16","0","20"
"6654420","SOEKARDI HADI PRABOWO","1069","Universitas Islam As-syafiiyah","44201","S1 - Matematika","statistika","26","0","1"
"6660428","RORO KUSHARTANTI","187","Sekolah Tinggi Ilmu Kesehatan HAKLI","13201","S1 - Kesehatan Masyarakat","Kesehatan Masyarakat, Rekam Medis, Statistika, Epidemiologi","31","0","5"
"6712118","RETNO MUSLINAWATI","2074","Universitas Bojonegoro","60201","S1 - Ekonomi Pembangunan","statistika","10","0","10"
"6684566","WIYONO","1447","Universitas Buddhi Dharma","57401","D3 - Manajemen Informatika","Manajemen Keuangan, Statistika","7","0","0"
"6792561","ANISTA IKA SURACHMAN","96","STAI Pati (STAIP), Jawa Tengah","86208","S1 - Pendidikan Agama Islam","pendisikan, statistik, metodologi, evaluasi, pendidikan islam","9","0","7"
"6776555","WIGID HARIADI","2124","Universitas PGRI Argopuro Jember","49201","S1 - Statistik","Statistika, analisis runtun waktu","8","0","10"
"6755468","TIKA WIDAYANTI","537","Institut Teknologi Sumatera","29202","S1 - Teknik Geomatika","Statistika","8","0","9"
"6004808","ELLA SITTI CHAERIAH","1058","Universitas Krisnadwipayana","U1","Unknown","Statistika","26","0","15"
"6195320","M. FAJRIANNOR TM","8360","Universitas Sari Mulia","13331","D4 - Promosi Kesehatan","Public Health, Health Promotion, Statistic","24","0","11"
"6783281","ANNA ANGELA SITINJAK","4467","Politeknik Teknologi Kimia Industri","21401","D3 - Teknik Mekanika","Matematika, Pendidikan Matematika, Statistika","15","0","13"
"5973405","DODI VIONANDA","497","Universitas Negeri Padang","49401","D3 - Statistika","Statistics, Data Classification","25","0","14"
"6201925","KRIS SETYANINGSIH","3518","Universitas Islam Negeri Raden Fatah Palembang","86231","S1 - Manajemen Pendidikan Islam (Kependidikan Islam)","Statistik","44","0","22"
"6687123","TASWATI NOVA WIJAYANINGRUM","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","49401","D3 - Statistika","Statistika","38","0","9"
