"SINTA_ID","Nama","id_univ","Universitas","id_dept","Departemen","Subject List","SINTA_Score_Overall","Scopus_Artikel","GScholar_Artikel"
"6024449","ISNANI","54","Universitas Pancasakti Tegal","86904","Profesi - Pendidikan Profesi Guru","Statistika, pendidikan matematika","349","5","52"
"6032504","MOCH. ABDUL MUKID","6","Universitas Diponegoro","49201","S1 - Statistika","Statistics","715","9","156"
"6142550","ABDUL WAHAB","2528","Universitas Muslim Indonesia","86208","S1 - Pendidikan Agama Islam","Matematika, Statistika, Ilmu Pendidikan","316","2","48"
"6757362","CE GUNAWAN","1456","Institut Manajemen Wiyata Indonesia","63211","S1 - Administrasi Bisnis","Business, Marketing, Human Resources Management, Statistic","355","0","37"
"6023627","ANITA RAHAYU","388","Universitas Bina Nusantara","55202","S1 - Teknik Informatika (Kampus Kota Malang)","Statistics","424","13","58"
"6651659","TABAH HERI SETIAWAN","1246","Universitas Pamulang","44201","S1 - Matematika","Pendidikan Matematika, Matematika, Statistika","259","0","27"
"5975444","ASEP SAEFUDDIN","428","Institut Pertanian Bogor","U1","Unknown","Statistics","1.618","35","271"
"6128471","MAULIDA NURHIDAYATI","3543","Institut Agama Islam Negeri Ponorogo","74236","S1 - Manajemen Zakat dan Wakaf","Statistika, Ekonometrika","314","0","47"
"6000181","IYAN IRDIYANSYAH","1394","Universitas Pakuan","86104","S2 - Administrasi Pendidikan","Statistics, Measurement, Evaluation, Assessment, Research Methodology","363","1","23"
"6006182","ZULKARNAIN LUBIS","586","Universitas Medan Area","54001","S3 - Ilmu Pertanian","Agricultural Economy, Statistic, Cooperative Science","765","7","67"
"6010310","A'YUNIN SOFRO","499","Universitas Negeri Surabaya","44201","S1 - Matematika","Statistics","408","14","33"
"5992573","GUSTI NGURAH ADHI WIBAWA","392","Universitas Halu Oleo","49401","D3 - Statistika","Statistics","516","19","58"
"5982223","ELIN HERLINA","1411","Universitas Galuh","61201","S1 - Manajemen","Manajemen, Statistik, Matematika Ekonomi","555","1","53"
"6105358","YULI ARIF TRIBUDI","475","Universitas Tanjungpura","54231","S1 - Peternakan","Genetika, Animal Breeding, Biologi Molekuler, Statistika","326","2","44"
"6658664","M. HASMIL ADIYA","8244249","Institut Bisnis dan Teknologi Pelita Indonesia","55202","S1 - Teknik Informatika","Artificial Neural Network, Business Management, Statistic, Operational Research, Finance","340","6","24"
"6651374","NINA VALENTIKA","1246","Universitas Pamulang","44201","S1 - Matematika","Matematika, Ekonomi, Statistika, Keuangan, Aktuaria","223","1","40"
"6715847","LAILA QADRINI","517","Universitas Sulawesi Barat","49201","S1 - Statistika","Statistika, Matematika, Bigdata","232","1","21"
"6700745","PRADITA EKO PRASETYO UTOMO","491","Universitas Jambi","59201","S1 - Sistem Informasi","Data Mining, Computer Science, Machine Learning, Statistic, Data Science","251","3","28"
"6089608","YUSEP SUPARMAN","481","Universitas Padjadjaran","49101","S2 - Statistika Terapan","Statistics","429","12","50"
"6652916","HAMENGKUBUWONO","3549","Institut Agama Islam Negeri Curup","86131","S2 - Manajemen Pendidikan Islam","Pendidikan, Statistik, Manajemen","343","3","63"
"5974797","Slamet Abadi","527","Universitas Singaperbangsa Karawang","54201","S1 - Agribisnis","Statistics, Mathematics, and Mangrove","231","0","41"
"5997857","MOHAMAD ZULMAN HAKIM","1319","Universitas Muhammadiyah Tangerang","62201","S1 - Akuntansi","Accounting, Finance, Auditing, Statistic, Metodologi Penelitian Akuntansi","251","0","115"
"6025443","Syafri Ahmad","497","Universitas Negeri Padang","86904","Profesi - Pendidikan Profesi Guru","Matematika, Metodologi Penelitian, Statistika, Pendidikan Dasar","382","8","110"
"59345","MARZUKI","442","Universitas Syiah Kuala","49201","S1 - Statistika","Statistika","475","10","45"
"6762915","NUR'AINUL MIFTAHUL HUDA","475","Universitas Tanjungpura","44201","S1 - Matematika","Statistics","225","7","21"
"6808685","NOPER ARDI","564","Politeknik Negeri Batam","58302","D4 - Teknologi Rekayasa Perangkat Lunak","Software Engineering, Artificial Intelligence, Machine Learning, Internet of Things (IoT), Statistics","221","4","12"
"6066651","KUKUH WINARSO","502","Universitas Trunojoyo Madura","26201","S1 - Teknik Industri","statistic","545","9","40"
"5979048","ISMAH","1059","Universitas Muhammadiyah Jakarta","84202","S1 - Pendidikan Matematika","Statistika, pendidikan matematika","321","5","46"
"6009228","DIAN AYUNITA NND","6","Universitas Diponegoro","54246","S1 - Perikanan Tangkap","bioeconomic, fisheries economic, statistics","502","4","50"
"6004301","NI PUTU NANIK HENDAYANTI","2428","Institut Teknologi dan Bisnis STIKOM Bali","57201","S1 - Sistem Informasi","statistic","237","1","29"
"6195215","MISTER CANDERA","832","Universitas Muhammadiyah Palembang","61201","S1 - Manajemen","ekonomi, ekonomitrika, keuangan, ekonomi islam, statistika","219","1","31"
"6067962","SULASTRI","414","Universitas Pendidikan Indonesia","87210","S1 - Pendidikan Bisnis","Entrepreneurship, Business, Finance, Statistic","425","2","55"
"6789188","SURYO WIBOWO","1122","Institut Bio Scientia Internasional Indonesia","46203","S1 - Bio Medis dan Rekayasa Hayati","occupational medicine, psychosocial, industrial and organizational psychology, statistics","208","4","22"
"158805","WAHYUNI SURYANINGTYAS","2043","Universitas Muhammadiyah Surabaya","84202","S1 - Pendidikan Matematika","Statistika, Pendidikan Matematika","492","7","62"
"6161345","ABDURRAHMAN SALIM","447","Politeknik Negeri Jember","54371","D4 - Budidaya Tanaman Perkebunan","Statistika","241","6","19"
"258366","MUNAWAR","442","Universitas Syiah Kuala","49201","S1 - Statistika","Statistics","207","7","15"
"6006947","YULIANA","62","Universitas Widya Dharma","84202","S1 - Pendidikan Matematika","Education, Statistics, Mathematics","260","2","18"
"6030696","RESPATIWULAN","8","Universitas Sebelas Maret","49201","S1 - Statistika","statistics","455","19","23"
"6104689","JOHN SOCRATES KEKENUSA","427","Universitas Sam Ratulangi","44201","S1 - Matematika","statistics","389","2","43"
"6654491","SIFRIYANI","411","Universitas Mulawarman","49201","S1 - Statistika","Statistics, Spatial Statistics, Nonparametric Regression, Nonparametric GWR","307","10","63"
"6097594","AKBAR NASRUM","518","Universitas Sembilanbelas November Kolaka","84202","S1 - Pendidikan Matematika","Statistika, Pendidikan Matematika, Teknologi Pendidikan","298","1","21"
"6650501","HUTOMO ATMAN MAULANA","567","Politeknik Negeri Bengkalis","63311","D4 - Administrasi Bisnis Internasional","Education, Mathematics, Statistics","218","1","33"
"6111596","BRODJOL SUTIJO SUPRIH ULAMA","417","Institut Teknologi Sepuluh Nopember","49501","D4 - Statistika Bisnis","Time Series Analysis, Artificial Neural Networks, Statistics","875","31","95"
"6014770","DIAN ANGGRAENI","406","Universitas Jember","44201","S1 - Matematika","Statistics","442","18","19"
"5993963","DIAN KUSUMANINGRUM","1107","Universitas Prasetiya Mulya","44201","S1 - Matematika","Statistics","293","5","46"
"5997212","DARMANTO","404","Universitas Brawijaya","49201","S1 - Statistika","Statistics, Actuarial Mathematics, Quality Control Chart","238","10","15"
"6697019","HELMINA ANDRIANI","2524","Politeknik Medica Farma Husada Mataram","13462","D3 - Rekam Medik","Statistika","186","1","25"
"6032803","YULIAL HIKMAH","430","Universitas Indonesia","94409","D3 - Administrasi Asuransi & Aktuaria","Actuarial Science, Mathematics, Statistics","263","2","34"
"6680728","BAHRIDDIN ABAPIHI","392","Universitas Halu Oleo","49201","S1 - Statistika","Statistics, Bioinformatics","309","12","34"
"6195236","Samsul Lutfi","2394","Universitas Hamzanwadi","83207","S1 - Pendidikan Informatika","Engineering, Informatics, Statistika, Multimedia Pembelajaran, Komputer Digital","170","3","16"
"6157631","BENNY OSTA NABABAN","1555","Sekolah Tinggi Ilmu Ekonomi Dewantara","61201","S1 - Manajemen","Pemodelan, Perikanan, Ekonomi, Sistem Dinamis, Statistik","313","4","63"
"5996783","PRIMADINA HASANAH","536","Institut Teknologi Kalimantan","94203","S1 - Ilmu Aktuaria","Actuarial Science, Statistics","202","5","23"
"6724026","AYU RAHAYU","2563","Universitas Al Asyariah Mandar","84202","S1 - Pendidikan Matematika","Matematika, Statistika, dan Pendidikan Matematika","173","0","20"
"6000173","ANI ANDRIYATI","1394","Universitas Pakuan","44201","S1 - Matematika","Matematika, Statistika","291","3","24"
"6192089","KHAIRUDDIN","586","Universitas Medan Area","73201","S1 - Psikologi","Social Organization, Human and System Development, Research Method, Statistical","193","0","24"
"6747645","JOHAN BUDHIANA","1647","Sekolah Tinggi Ilmu Kesehatan Sukabumi","14201","S1 - Ilmu Keperawatan","Statistika","182","2","25"
"6155270","AGUSTINI TRIPENA BR SURBAKTI","7","Universitas Jenderal Soedirman","44201","S1 - Matematika","Statistics","262","15","28"
"5978692","I PUTU SAMPURNA","433","Universitas Udayana","54261","S1 - Pendidikan Dokter Hewan","Statistika, Biostatistika, Biostatistics, Livestock Production, Ilmu Kedokteran Hewan","558","3","104"
"6653092","SUGIYANTO","8","Universitas Sebelas Maret","49201","S1 - Statistika","Statistics","496","24","11"
"6147689","YULIANA SUSANTI","8","Universitas Sebelas Maret","49201","S1 - Statistika","Statistics","559","21","5"
"6647621","EKA RIMA PRASETYA","1246","Universitas Pamulang","62201","S1 - Akuntansi","akuntansi, statistik, pendidikan teknologi dan kejuruan","184","0","27"
"6724653","DODI IRWAN. S","2957","Sekolah Tinggi Ilmu Ekonomi Persada Bunda","62201","S1 - Akuntansi","statistics, economic, physics, geophysics","791","0","28"
"6028954","RR SRI SULISTIJOWATI H","8","Universitas Sebelas Maret","49201","S1 - Statistika","Statistika","722","20","145"
"5973035","IMELDA SALUZA","856","Universitas Indo Global Mandiri","57201","S1 - Sistem Informasi","matematika, statistika, data mining","316","2","40"
"6125303","DIAH ARMELIZA","435","Universitas Negeri Jakarta","62401","D4 - Akuntansi Sektor Publik","Accounting, statistics","226","1","38"
"6020925","HENRY JUNUS WATTIMANELA","492","Universitas Pattimura","49201","S1 - Statistika","Statistika","253","7","20"
"6030137","HUSNA PURNAMA","834","Universitas Sang Bumi Ruwa Jurai","61201","S1 - Manajemen","economics, statistic, managemen resouces","272","1","57"
"6749542","M ICHSAN NAWAWI","3515","Universitas Islam Negeri Alauddin Makassar","44201","S1 - Matematika","Statistics","165","1","14"
"6667232","ANTON ZULKARNAIN SIANIPAR","1119","Sekolah Tinggi Manajemen Informatika dan Komputer Jayakarta","55201","S1 - Teknik Informatika","Mathematics, Educations, Statistics, Educational Technology, Technology","177","0","38"
"6762114","ALVI SAHRIN NASUTION","592","Universitas Graha Nusantara Padangsidimpuan","22201","S1 - Teknik Sipil","statistika","163","0","7"
"6052332","MELVA ZAINIL","497","Universitas Negeri Padang","86206","S1 - Pendidikan Guru Sekolah Dasar","Matematika, Metodologi Penelitian, Statistika, Pendidikan Dasar","414","7","115"
"6001867","ENJANG AS","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","U1","Unknown","Dakwah, Komunikasi, Kajian Islam, Statistik","404","6","55"
"6654270","Sarah Dampang","527","Universitas Singaperbangsa Karawang","24201","S1 - Teknik Kimia","chemical engineering, statistic, gas management, material science and engineering, enhanced oil recovery","199","1","22"
"6026082","SUDARMADJI","1154","Sekolah Tinggi Manajemen Labora","61101","S2 - Manajemen","Matematika Ekonomi, Statistik, Ekonomi Manajerial","435","24","11"
"6696208","NUR MAHMUDAH","2117","Universitas Nahdlatul Ulama Sunan Giri","49201","S1 - Statistika","Statistika","191","3","14"
"131382","SURYA AMAMI PRAMUDITYA","1399","Universitas Swadaya Gunung Jati","84102","S2 - Pendidikan Matematika","Media Pembelajaran, Game Edukasi, Matematika, Statistika","513","5","56"
"5977512","FARIZI RACHMAN","550","Politeknik Perkapalan Negeri Surabaya","36301","D4 - Teknik Desain Dan Manufaktur","statistics, Data Mining, Biostatistics, Quality Control","337","2","87"
"5985094","JOKO RIYONO","477","Universitas Trisakti","21201","S1 - Teknik Mesin","matematika, statistik, aplikasi matematika","249","1","43"
"6099230","TIANI WAHYU UTAMI","52","Universitas Muhammadiyah Semarang","49201","S1 - Statistika","statistic","511","6","0"
"5978808","MARISA RIFADA","380","Universitas Airlangga","49201","S1 - Statistika","Statistics","369","13","23"
"5997111","SRI INDRIATI HASANAH","2076","Universitas Madura","84202","S1 - Pendidikan Matematika","aljabar, statistik, dan pembelajaran matematika","425","3","44"
"6002068","MUHAMMAD IQBAL","1114","Institut Keuangan-Perbankan Dan Informatika Asia Perbanas","60202","S1 - Ekonomi Syariah","Keuangan, Ekonomi Syariah, Statistik","380","0","35"
"5977377","ACENG KOMARUDIN MUTAQIN","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika, Aktuaria","742","4","114"
"6745644","ARDO SANJAYA","391","Universitas Kristen Maranatha","U1","Unknown","Medical education, statistics, anatomy, evaluation","157","5","6"
"6759707","SARI NINGSIH","1061","Universitas Nasional","57201","S1 - Sistem Informasi","math, data mining, Statistika, Manajemen Risk","224","0","29"
"6014819","RAHMADDIANSYAH","442","Universitas Syiah Kuala","54201","S1 - Agribisnis","Agribisnis, Database, Parallel Processing, Bioinformatics, Statistik","243","7","17"
"5998179","FAIHATUZ ZUHAIROH","2585","STKIP YPUP Makassar","84202","S1 - Pendidikan Matematika","Actuarial Mathematics, Statistics, Mathematics Education","265","6","17"
"6195961","TIODORA HADUMAON SIAGIAN","4328","Politeknik Statistika STIS","49501","D4 - Statistika","Demography, Statistics","394","9","41"
"5999682","NUR ATIKAH","438","Universitas Negeri Malang","44201","S1 - Matematika","Statistics, Mathematics","223","6","28"
"5978092","R MOHAMAD ATOK","417","Institut Teknologi Sepuluh Nopember","94203","S1 - Sains Aktuaria","Statistics","385","12","23"
"6090391","YAYA SUDARYA TRIANA","1066","Universitas Mercu Buana","57201","S1 - Sistem Informasi","Decision Support Systems/BI, e-Business, Information Systems, Statistics, Data Science","507","14","47"
"6699341","RIDHO ANANDA","228","Institut Teknologi Telkom Purwokerto","26201","S1 - Teknik Industri","Statistics, Multivariate analysis, Data mining, Optimization, Metaheuristics","168","0","23"
"6725535","BAMBANG MARDISENTOSA","1395","Universitas Islam Syekh-Yusuf","61201","S1 - Manajemen","Statistik","179","1","14"
"6008259","VERY HENDRA SAPUTRA","4781","Universitas Teknokrat Indonesia","84202","S1 - Pendidikan Matematika","Matematika Komputasi, Statistik, Kalkulus","176","0","21"
"6693847","NI PUTU AYU MIRAH MARIATI","2365","Universitas Mahasaraswati Denpasar","62201","S1 - Akuntansi","STATISTICS","224","3","24"
"6021005","BERTHO TANTULAR","481","Universitas Padjadjaran","49201","S1 - Statistika","Statistics","388","16","52"
"5974711","YUSFITA YUSUF","8244460","Universitas Sebelas April","84202","S2 - Pendidikan Matematika","penalaran statistik, statistika, media pembelajaran, pendidikan matematika","279","1","31"
"6201645","MUJIATI DWI KARTIKASARI","382","Universitas Islam Indonesia","49201","S1 - Statistika","Statistics, Actuarial science, Time series","256","5","25"
"257449","DADAN KUSNANDAR","475","Universitas Tanjungpura","49201","S1 - Statistik","Statistics","429","6","87"
"128931","SITI SUNENDIARI","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistik","296","2","68"
"6021038","SALMON NOTJE AULELE","492","Universitas Pattimura","49201","S1 - Statistika","Statistics","235","2","36"
"6034383","SURATUN","1391","Universitas Ibn Khaldun Bogor","20201","S1 - Teknik Elektro","Statistik","252","0","11"
"6075859","ADNAN SAUDDIN","3515","Universitas Islam Negeri Alauddin Makassar","44201","S1 - Matematika","statistika, regresi, rancangan percobaan, multivariat","289","0","34"
"6691590","NARIZA WANTI WULAN SARI","8250","Universitas Mulia","55201","S1 - Informatika","Evaluasi Sistem Informasi, Statistika, Survival Analysis, Data Mining","172","2","30"
"6758945","DINA AGUSTINA","497","Universitas Negeri Padang","44201","S1 - Matematika","Financial Mathematics, Statistics","178","9","10"
"5981654","HERMANSAH","2902","Universitas Riau Kepulauan","84202","S1 - Pendidikan Matematika","Matematika, Statistika, Komputasi Statistika","329","9","29"
"6047412","NONONG AMALITA","497","Universitas Negeri Padang","49401","D3 - Statistika","Mathematics Education, Statistics, Applied Mathematics","309","7","58"
"6162029","TRI BUDI PRASETYO","1417","Universitas Muhammadiyah Cirebon","26401","D3 - Teknik Industri","Statistika","211","2","17"
"6177011","LUH PUTU SAFITRI PRATIWI","2428","Institut Teknologi dan Bisnis STIKOM Bali","57201","S1 - Sistem Informasi","Statistik","235","0","27"
"6085829","YUNIAR FARIDA","3516","Universitas Islam Negeri Sunan Ampel","44201","S1 - Matematika","matematika terapan, statistika, Riset Operasi","224","9","49"
"5996869","HENDI PRATAMA","9","Universitas Negeri Semarang","88203","S1 - Pendidikan Bahasa Inggris","pragmatics, statistics, TESOL, TEFL, linguistics","417","5","72"
"5976122","SULIADI","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika, statistika sosial, biostatistik","583","11","77"
"5991146","JUARNI SIREGAR","8244402","Universitas Nusa Mandiri","57201","S1 - Sistem Informasi","Decision Support System, Statistic","216","1","28"
"5999676","TRIANINGSIH ENI LESTARI","438","Universitas Negeri Malang","44201","S1 - Matematika","Statistik, Matematika","231","5","49"
"6031500","INDAHWATI","428","Institut Pertanian Bogor","49102","S2 - Statistika Terapan","Statistika","475","22","26"
"6690572","SUTAWANIR DARWIS","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika, Matematika","764","19","92"
"6021724","SUSIANA","500","Universitas Negeri Medan","44201","S1 - Matematika","Statistika","180","5","11"
"6078403","ENDANG SUHENDAR","1094","Universitas Indraprasta PGRI","26201","S1 - Teknik Industri","Teknik Industri, Statistika, Kualitas, Manajemen","246","0","43"
"6675081","HAERUDIN","527","Universitas Singaperbangsa Karawang","84202","S1 - Pendidikan Matematika","media pembelajaran matematika, statistika, program komputer","197","0","12"
"5977645","IMAM SAFAWI AHMAD, S.SI., M.SI.","417","Institut Teknologi Sepuluh Nopember","94203","S1 - Sains Aktuaria","Econometrics, Statistika","291","10","0"
"6715917","SISWANTO","385","Universitas Hasanuddin","49201","S1 - Statistika","Statistics","178","2","23"
"6017253","LATIFAH RAHAYU SIREGAR","442","Universitas Syiah Kuala","49201","S1 - Statistika","statistics","202","8","25"
"6018093","NURUL FITRIYANI","399","Universitas Mataram","44201","S1 - Matematika","Statistics","271","2","54"
"6746350","AHMAD JURNAIDI WAHIDIN","1290","Universitas Bina Sarana Informatika","55202","S1 - Teknologi Informasi","Data Mining, Decision Support System, Statistics, Information Systems","137","0","18"
"6727324","EVINA WIDIANAWATI","20","Universitas Dian Nuswantoro","13462","D3 - Rekam Medik Dan Informasi Kesehatan","Statistika","143","2","38"
"5994126","NURAINI SRI BINA","610","Universitas Potensi Utama","55202","S1 - Informatika","Mathematics Education, Educational Technology, Statistics, Ethnomathematics","176","4","24"
"257992","DJONI HATIDJA","427","Universitas Sam Ratulangi","44201","S1 - Matematika","Statistika","457","0","55"
"111480","ARIS GUNARYATI","1061","Universitas Nasional","55201","S1 - Informatika","statistika","286","3","73"
"6002679","OKI DWIPURWANI","440","Universitas Sriwijaya","44201","S1 - Matematika","Statistika","362","4","74"
"6085834","DINA FITRIA","497","Universitas Negeri Padang","49201","S1 - Statistika","discrete distribution, mathematics, statistics, mathematics education","283","7","24"
"6011165","ARIE QUR ANIA","1394","Universitas Pakuan","55201","S1 - Ilmu Komputer","Artificial Intelligence, Image Prosesing, Statistic, Data mining","363","0","92"
"5998489","MARIA FRANSINA VERONICA RUSLAU","513","Universitas Musamus Merauke","84202","S1 - Pendidikan Matematika","Statistics, Statistics Computation, Applied Mathematics, Applied Mathematics and Statistics in Education","284","8","25"
"6040137","MUHLASAH NOVITASARI MARA","12","Politeknik Negeri Semarang","20302","D4 - Teknik Telekomunikasi","Statistics, Machine Learning, Data Science","354","4","39"
"5987542","ASTRI ATTI","487","Universitas Nusa Cendana","44201","S1 - Matematika","Statistik","275","1","19"
"6172436","SRI GUNAWAN","1888","Institut Pertanian Stiper","54211","S1 - Agroteknologi","Oil Palm, Plantation Management, Statistic, Modelling","153","9","13"
"6015071","ARIS SETIA NOOR","3134","Universitas Islam Kalimantan Muhammad Arsyad Al Banjari","61201","S1 - Manajemen","Ilmu Ekonomi, Keuangan, Statistik, Ekonometrika","168","0","33"
"6041235","DIAN CAHYAWATI SUKANDA","440","Universitas Sriwijaya","44201","S1 - Matematika","Statistika, Pembelajaran Statistika","291","3","56"
"6724989","NISAK RUWAH IBNATUR HUSNUL","1246","Universitas Pamulang","62201","S1 - Akuntansi","Manajemen Pendidikan, Pendidikan Matematika, Statistika","135","0","23"
"6012237","SUSI SULANDARI","6","Universitas Diponegoro","U1","Unknown","statistik","347","0","93"
"5983486","PUTRIAJI HENDIKAWATI","9","Universitas Negeri Semarang","49401","D3 - Statistika Terapan dan Komputasi","Statistika, Pendidikan Matematika","808","11","81"
"6017064","BUSTAMI USMAN","442","Universitas Syiah Kuala","U1","Unknown","English Education, Educational Management, Entrepreneurship, Statistics, English Speaking","237","5","54"
"6724387","LAKILO LARULI","2552","Universitas Tompotika Luwuk Banggai","84202","S1 - Pendidikan Matematika","pendidikan matematika, statistika","305","0","13"
"6147281","NUR MUKARROMAH","2043","Universitas Muhammadiyah Surabaya","14401","D3 - Keperawatan","manajemen keperawatan, epidemiologi, statistik, metodologi riset","245","6","38"
"6651829","ANDI QURAISY","2530","Universitas Muhammadiyah Makassar","84202","S1 - Pendidikan Matematika","Matematika, Statistika","146","0","22"
"6186119","ANI APRIANI","1891","Institut Teknologi Nasional Yogyakarta","34201","S1 - Teknik Geologi","Statistika, Geostatistik","292","6","48"
"6158804","IRMA HARLIANINGTYAS","447","Politeknik Negeri Jember","54471","D3 - Produksi Tanaman Perkebunan","Ketahanan Pangan, Statistika, Statistik Ekonomi","184","5","23"
"6693159","RINI MALFIANY","1539","STMIK Rosma","57401","D3 - Manajemen Informatika","Sistem Informasi, Manajemen Informasi, Statistika","216","0","27"
"6140018","ADNAN FARDI","497","Universitas Negeri Padang","85202","S1 - Pendidikan Kepelatihan Olahraga","statistic, research method","209","0","50"
"5978732","YOHANES ANDREAS ROBERT LANGI","427","Universitas Sam Ratulangi","44201","S1 - Matematika","Statistika","345","4","56"
"5984155","DEWI JULIAH RATNANINGSIH","496","Universitas Terbuka","49201","S1 - Statistika","Statistics","294","4","23"
"129049","NUSAR HAJARISMAN","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika","530","4","100"
"5986574","WARA PRAMESTI","2077","Universitas PGRI Adi Buana Surabaya","49201","S1 - Statistika","statistika","288","4","30"
"6678140","SARNI MANIAR BERLIANA","4328","Politeknik Statistika STIS","49401","D3 - Statistika","Statistics, Demography, Population Studies","448","13","20"
"6013945","DWI AGUSTIN NURIANI SIRODJ","1392","Universitas Islam Bandung","49201","S1 - Statistika","social statistics, psychometry, statistical quality control, hidden markov model, statistics","225","3","29"
"6714772","NISWATUL QONA'AH","8","Universitas Sebelas Maret","49201","S1 - Statistika","Statistics","123","1","11"
"6653107","ETIK Zukhronah","8","Universitas Sebelas Maret","49201","S1 - Statistika","Statistics","483","24","67"
"6001930","YULIANI INDRIANINGSIH","1909","Institut Teknologi Dirgantara Adisutjipto","55201","S1 - Informatika","Matematika, Statistik, Matematika Diskrit","399","1","94"
"6096253","HALIMATUS SA DIYAH","406","Universitas Jember","54204","S1 - Agronomi","Statistics, Plant Breeding","275","6","32"
"20783","AKHMAD FAUZY","382","Universitas Islam Indonesia","49201","S1 - Statistika","Statistics","621","14","119"
"5975775","DEWI RACHMATIN","414","Universitas Pendidikan Indonesia","84202","S1 - Pendidikan Matematika","Statistika","324","2","37"
"6168239","ALIF YUANITA KARTINI","2117","Universitas Nahdlatul Ulama Sunan Giri","49201","S1 - Statistika","statistika","172","0","19"
"6652152","ANGGINA SANDY SUNDARI","1057","Universitas Pancasila","26201","S1 - Teknik Industri","statistik, penelitian operasional, kualitas","124","0","19"
"5992514","LALU MASYHUDI","2492","SEKOLAH TINGGI PARIWISATA MATARAM","93402","D3 - Perhotelan","statistik","229","1","45"
"6032611","RENI DWI ASTUTI","386","Universitas Ahmad Dahlan","26201","S1 - Teknik Industri","Quality Control, Quality Engineering, statistical","192","0","53"
"6076767","NOVITA EKA CHANDRA","2089","Universitas Islam Darul `ulum","44201","S1 - Matematika","Matematika, Statistika","278","1","36"
"6041224","DEVNI PRIMA SARI","497","Universitas Negeri Padang","U1","Unknown","aktuaria, statistika","288","4","32"
"6148553","APOLONIA HENDRICE RAMDA","2423","Universitas Katolik Indonesia Santu Paulus Ruteng","84202","S1 - Pendidikan Matematika","Statistika, Teori Graf","333","0","29"
"6022806","ARIS MARJUNI","20","Universitas Dian Nuswantoro","55101","S2 - Teknik Informatika","image processing, data mining, software engineering, soft computing, statistics","383","9","31"
"6701866","ALVIN ARIFIN","8322","Universitas Bahaudin Mudhary Madura","61201","S1 - Manajemen","Management, Human Resources Management, Statistics","142","0","22"
"6200713","I DEWA GEDE AGUNG","433","Universitas Udayana","U1","Unknown","statistic, agribusiness","352","0","53"
"6681262","JUNITA AMALIA","614","Institut Teknologi Del","57201","S1 - Sistem Informasi","Statistics","145","2","17"
"6005385","BETA PUTRANTO","385","Universitas Hasanuddin","U1","Unknown","Statistics, Forest Biometrics","250","6","40"
"6651193","YANI QUARTA MONDIANA","2123","Institut Pertanian Malang","54251","S1 - Kehutanan","statistika","143","4","22"
"259364","ROHMATUL FAJRIYAH","382","Universitas Islam Indonesia","49101","S2 - Statistika","Statistika, Statistics, Bioinformatika, Bioinformatics, Statistika Medis","393","10","37"
"259364","ROHMATUL FAJRIYAH","382","Universitas Islam Indonesia","49101","S2 - Statistika","Statistika, Statistics, Bioinformatika, Bioinformatics, Statistika Medis","393","10","37"
"6176711","IZZATI RAHMI HG","394","Universitas Andalas","44201","S1 - Matematika","Statistika","387","7","86"
"5981797","I GUSTI NYOMAN YUDI HARTAWAN","509","Universitas Pendidikan Ganesha","44201","S1 - Matematika","matematika, statistika, pendidikan matematika","360","1","48"
"6678255","WIDYANTI RAHAYU","435","Universitas Negeri Jakarta","49201","S1 - Statistika","statistics","165","0","16"
"5985001","KUSWARINI KUSNO","481","Universitas Padjadjaran","54201","S1 - Agribisnis","statistika, agribisnis, teknik dan manajemen industri","266","6","52"
"6018930","MARIA SUCI APRIANI","422","Universitas Sanata Dharma","84202","S1 - Pendidikan Matematika","Statistics, Mathematics Education","187","2","13"
"6095516","ERMAWATI","3515","Universitas Islam Negeri Alauddin Makassar","44201","S1 - Matematika","statistika, regresi, rancangan percobaan, multivariat","177","4","0"
"6647801","FREZA RIANA","1391","Universitas Ibn Khaldun Bogor","55201","S1 - Teknik Informatika","statistics, spatial, machine learning","258","0","21"
"6710435","PELLIYEZER KARO KARO","8348","Politeknik Pariwisata Palembang","94406","D3 - Seni Kuliner","Pemasaran, Metodologi Penelitian, Statistika, Pariwisata","148","0","24"
"6191048","MARLINE SOFIANA PAENDONG","427","Universitas Sam Ratulangi","44201","S1 - Matematika","Statistics","221","0","38"
"6746063","I WAYAN GDE WAHYU PURNA ANGGARA","433","Universitas Udayana","62402","D3 - Perpajakan","Keuangan, Statistika, Matematika, Programming, Artificial Intelligence","123","0","7"
"6028335","AGUS DJOKO SANTOSA","1068","Universitas Persada Indonesia Yai","73101","S2 - Psikologi","Sumber daya manusia, Statistika, Riset","206","1","22"
"6656884","NOVIANI","1392","Universitas Islam Bandung","60201","S1 - Ekonomi Pembangunan","Ekonomi studi pembangunan, Ekonomi Islam, Entrepreneurship, Statistika","169","0","75"
"6659126","ANDRIANSYAH","4823","Kementerian Keuangan Republik Indonesia","U1","Unknown","Financial Economics, Finance, Fiscal Issues, Econometrics, Statistics","252","4","30"
"6088555","VITA FIBRIYANI","2059","Universitas Merdeka Pasuruan","61201","S1 - Manajemen","Statistika, Manajemen","203","1","30"
